Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=job_1b25f7835c60e126,DBA 5년 이상 대기업계열사 판교 근무,SK계열사 / 2016년 SK텔레콤과 네이버가 세운 Joint Venture로성남 판교역,,
https://kr.indeed.com/viewjob?jk=job_9f2fefc825c349fd,"Senior Deep Learning Software Engineer, Autonomous Vehicles...",NVIDIA서울,,
https://kr.indeed.com/viewjob?jk=job_9193b9de45a0ac1c,Embedded Software Engineer - Connected,GE Appliances경기도 성남,,
https://kr.indeed.com/viewjob?jk=job_b92aa9fa4dd865f2,PM/PL & 데이터분석가 & 일반영업 정규직,데이터누리서울 강서구,,
https://kr.indeed.com/viewjob?jk=job_b6d169aa029a45a6,[강남/스타트업] 에이스랩 자율주행 엔지니어,에이스랩서울 강남구,,
https://kr.indeed.com/viewjob?jk=job_95946773d4816f0d,"머신러닝, 데이터분석 외 경력 정규직",에임즈인터내셔널코리아서울 강남구,,
https://kr.indeed.com/viewjob?jk=job_7fdcd7a7457b1e93,데이터 분석,아프리카TV경기도 성남,,
https://kr.indeed.com/viewjob?jk=job_2fa7a133c1d32100,[웹젠] 게임보안(경력),웹젠성남 분당구,,
https://kr.indeed.com/viewjob?jk=job_491a9ad77c7883b4,11번가 System Engineer 분야,십일번가서울 중구,,
https://kr.indeed.com/viewjob?jk=job_51d1df9a3cfbe418,(주)엘솔루 R&D본부 ASR팀 개발직,㈜엘솔루서울,,
https://kr.indeed.com/viewjob?jk=job_5e7dc1196f13b938,"NAVER, LINE 서비스 플랫폼 운영",NIT Service성남 삼평동,,
https://kr.indeed.com/viewjob?jk=job_109c5533ffdaaa84,[DB금융투자] 2021년 하반기 신입사원 모집,DB그룹서울 대치동,,
https://kr.indeed.com/viewjob?jk=job_f80e3683e51edd56,펌웨어&어플리케이션 S/W 경력자 정규직,TPC메카트로닉스인천,,
https://kr.indeed.com/viewjob?jk=job_b2a5e4aeccfd3f28,백엔드/DB 개발자,(주)인터마인즈 관심기업성남 삼평동,,
https://kr.indeed.com/viewjob?jk=job_d83fc0dd2641f483,전문연구요원 (병역특례) 수시 (AI / SW 분야),딥엑스성남 분당구,,
https://kr.indeed.com/viewjob?jk=job_7fe362af3a077099,운영 업무 자동화 개발자 (3년 이상),딜리버리히어로코리아서울 서초구,,
https://kr.indeed.com/viewjob?jk=job_8fa17c6073918c5b,[경력] 하둡 플랫폼 서비스 개발자 모집,카카오4.0성남 판교역,,
https://kr.indeed.com/viewjob?jk=job_a4015a0d112e9569,프론트엔드 정규직,바이오에이아이서울 강남구,,
https://kr.indeed.com/viewjob?jk=job_84fd9f9deb6105b0,"웹개발, Python 외 신입/경력 계약직",쿠바로엠앤씨서울 강서구,,
https://kr.indeed.com/viewjob?jk=job_d472003000e0e285,"신입/경력 개발자 (프론트엔드 , 백엔드 , 퍼블리셔 )",아이디벨경기도 하남,,
https://kr.indeed.com/viewjob?jk=job_752a4b5d63eac97c,Sr. Back-end Engineer (Python),Soomgo서울 강남구,,
https://kr.indeed.com/viewjob?jk=job_df21e3bb5d773616,Python Programmer,Mofac서울 서초구,,
https://kr.indeed.com/viewjob?jk=job_be6c1f03fa566f8e,추천 시스템 연구/개발,카카오4.0성남 판교역,,
https://kr.indeed.com/viewjob?jk=job_df228c302c3c8f9b,서버개발자(벡앤드) 정규직,오비이랩서울 강남구,,
https://kr.indeed.com/viewjob?jk=job_cdfee6754c545fba,삼성 청년 SW 아카데미 7기,삼성 청년 SW 아카데미서울 강남구,,
https://kr.indeed.com/viewjob?jk=job_3b7dbdf85a326a6d,국내 대기업 - AI 및 딥러닝 관련 경력자,라피플코리아리미티드서울,,
https://kr.indeed.com/viewjob?jk=job_04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안용인 보정동,,
https://kr.indeed.com/viewjob?jk=job_f0fa048255eee14e,"인공지능(AI), 머신러닝(ML) 외 경력 정규직",시스메틱서울 영등포구,,
https://kr.indeed.com/viewjob?jk=job_d1d26bc871719fe2,대학생인턴십 2기 모집,LG에너지솔루션서울 영등포구,,
https://kr.indeed.com/viewjob?jk=job_07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오4.0성남 판교역,,
https://kr.indeed.com/viewjob?jk=job_e683f6a97bdd95b0,리스크관리부 경력직 (연장),IBK투자증권대한민국,,
https://kr.indeed.com/viewjob?jk=job_0f502079be47bcfe,AI R&D 데이터플랫폼 엔지니어 모집,엔씨소프트2.7성남 판교역,,
https://kr.indeed.com/viewjob?jk=job_d8a8869ab092f731,데이터 엔지니어 및 사이언티스트,카카오4.0성남 판교역,,
https://kr.indeed.com/viewjob?jk=job_754737c9e1297d2a,코아시아넥셀 시스템반도체 디자인/검증 엔지니어,코아시아넥셀서울 송파구,,
https://kr.indeed.com/viewjob?jk=job_a50f8c582b21a83a,[데이터사이언스] 계약직,하나카드서울 중구,,
https://kr.indeed.com/viewjob?jk=job_0e25160b5a1d095f,[유통 대기업] Business Analyst(비지니스분석가) 과차장급,에이치알니즈서울,,
https://kr.indeed.com/viewjob?jk=job_40de6a4b81f8724f,[전문연구요원 신규편입/전직] 의료영상/음성인식/생체신호 연구원,뷰노코리아서울 서초구,,
https://kr.indeed.com/viewjob?jk=job_6ede042ebe53ba49,RTL 기반 HW IP 설계 엔지니어 (딥러닝 하드웨어 프로세서 개발),딥엑스성남 분당구,,
https://kr.indeed.com/viewjob?jk=job_9adbc290202846e1,[아이브릭스] 기업부설연구소 전문연구요원,아이브릭스성남 분당구,,
https://kr.indeed.com/viewjob?jk=job_2ba9d984a21e03b1,[전문연구요원] R&D 부문 개발자 병역특례,스칼라웍스서울 금천구,,
https://kr.indeed.com/viewjob?jk=job_4c25d6649f8434a8,[외국계 스타트업 미소] Business Analyst Intern (정규직 전환형),유한회사 미소서울,,
https://kr.indeed.com/viewjob?jk=job_aac8e9355cb855ac,[인재풀] 아티스트,Electronic Arts서울,,
https://kr.indeed.com/viewjob?jk=job_0678ac52e4aa4f11,2021년 하반기 정보보안 엔지니어 - 취약점 파트,인섹시큐리티서울 금천구,,
https://kr.indeed.com/viewjob?jk=job_b6eea437d4af95fd,[더블유게임즈 자회사] 기획/디자인/개발/데이터분석,더블다운인터액티브서울 강남구,,
https://kr.indeed.com/viewjob?jk=job_e0e37aaebc73dde3,지표구축,아프리카TV경기도 성남,,
https://kr.indeed.com/viewjob?jk=sj_c25feb431668b850,Teacher,Grace International Academy (School for the...서울•원격 근무,,
https://kr.indeed.com/viewjob?jk=job_662beff5f293820b,AR/VR SDK 개발자 모집,카카오4.0성남 판교역,,
https://kr.indeed.com/viewjob?jk=job_ff22d24c102f6455,"Solutions Architcet 전문가 (과장/이사급 10명 이상) , 글로벌 TOP 클라우드 회사(",코어포인트서울 강남구,,
https://kr.indeed.com/viewjob?jk=job_76ef0d2df960b0f6,"Student Training in Engineering Program, 2021, People with D...",Google4.3서울,,
https://kr.indeed.com/viewjob?jk=job_4124ae4b678283f7,[블레이드 앤 소울] 툴 프로그래머 모집,엔씨소프트2.7성남 판교역,,
https://kr.indeed.com/viewjob?jk=job_2615573761265171,[전문연구요원] Software Engineer,Upstage경기도 용인,,
